term	def
قُبرُص	Cyprus
قُبرُصي،قَبارصة	Cyproit
قَبَضاي	strong tough guy
قُبطان	captain
قُبطي،أَقباط	Copt, Coptic
قُبقاب،قَباقيب	pair of dogs
قَبْل	before
قَبلان	in agreement, in favor, accepting
قِبلة	the direction to which Muslims face at prayer (towards Mecca)
قَبو،أَقبِية	cellar, basement
قُبول	acceptance, admission
قتال	struggle, battle, brawl, fight, quarrel
قَتَل	killing, murder, beating, thrashing
قَتلة	a beating, a thrashing
قَتيل،قُتَلاء	murder victim
قَحّة	cough, coughing
قَحطة	scratch, scrape
قَد	maybe, perhaps, might, already
قَدّ	size, amount, quantity, extent, as much, as many, as little
قَدّاحة	cigarette lighter
قُدّاس،قَداديس	mass (religion)
قَداسة	holiness
قُدّام	in front of, ahead of
قُدّاماني	front (adj)
قَدَح،قداح	glass (for alcohol)
قُدُح،قدوح	hole (rural)
قَدَر	extent, size, proportion, rate, fate, divine decree
قُدرة	power, capacity, ability
قُدس،القُدس	Jerusalem
قُدسي،مَقادسة	Jerusalemite
قُدسِيّة	sanctity
قَدَم،أَقدام	foot, leg
قُدوة	example, model
قِدّيس	christian saint
قَديم،قُدَماء	ancient, old, senior, previous
قَرابة	(family) relationship
قَراض	ticks (parasites)
قِراط،قَراريط	carat (gold etc)
قُرآن،القُرآن الكَريم	the Qur'an
قِرائة	reading
قُرب	proximity, vicinity, closeness
قِربة،قِرَب	waterskin, hot water bottle, bagpipe
قَربيدة،قَرميد	tile (roof), brick(?)
قُرحة	ulcer
قِرد،قرود	monkey
قِرد،قْرُوْد	monkey
قِرش،قروش	piastre, cent
قُرص،قراص	round flat object, disc, disk
قَرصانة	piracy
قَرصة	pinch, sting, snake bite
قَرض،قُروض	loan, mortage
قَرعة	pumpkin, gourd, head, skull
قِرعة	lot, drawing/casting lots
قَرَف	nausea, physical disgust
قَرفان	nauseaed, disgusted, feeling sick
قِرفة	cinnamon
قَرَفس	celery (in some areas)
قُرقُزان	wagtail
قِرَقسة،قِرقَس	wagtail, moracilla (bird)
قُرقَعة،قَراقَع	tortoise, turtle
قِرمِيّة،قَرامي	tree stump, log, stub, counterfoil
قَرن،قُرون	century
قَرَن،قرون	horn, an elongated piece of fruit (resembling a horn)
قَرْن،قْرون	horn, century
قَرنَبيط	cauliflower (coll.)
قُرنة،قُرَن/قُراني	corner
قُرْنة،قَرَاني\قُرَن	corner
قَريب	near
قَريب،قَرايِب	relative
قَرْية،قُرى	village
قُرّيْص	nettles
قَزاز	glass, pane of glass
قَزَم،أَقزام	dwarf
قَزيز	frost
قَسط،أَقساط	installment
قَسطَر،قَساطَر	water main, (underground) water pipe
قِسَم،أَقسام	part, portion, section, department, ward
قِسمة	division (math), luck, fate
قِسَمتهُ	his fate
قِسوة	harshness, cruelty
قَسوة/قَساوة	cruelty, unkindness, harshness
قَسّيس،قُسُس/قَساسوة	clergyman (usually Protestant), minister
قَشّ	straw
قَشّارة	peeler
قشاط،قُشُط	belt, strap
قَشّة	straw, drinking straw, small piece of wood, matchstick
قِشرة،قشور	peel, peelings, crust
قِشطة	cream (especially thick cream), skin (on milk)
قَصّ	cutting, hairdressing
قَصّار/قَصّير	plasterer
قصارة	roughcoat, a smooth layer of concrete applied as a substrate to an interior wall prior to whitewashing or painting
قَصاص	punishment (usually within home/school)
قَصّاص	tracker, sniper?
قَصاص	punishment
قَصَب	cane, reeds
قَصَبة	a cane, reed, tube
قَصّة	haircut, hairstyle, cut (of garment etc)
قُصّة،قُصَص	story, tale
قُصّة،قُصَص	story
قَصد	intention, objective, purpose
قَصر،قُصور	castle, palace
قَصَف	bombing, shelling
قَصقوصة،قَصاقيص	scrap, small piece
قُصّيْب	reeds
قَصيدة،قَصائَد	poem
قَصير	short
قَصير،قَصيرة،قْصار	short
قضامة	roasted chickpeas eaten as a snack
قَضة	settlement, judgement, divine decree, fate
قَضيب،قُضبان	stick, bar, prison bar
قَضِيّة،قَضايا	matter, issue, problem, affair, business, case
قُطّ،قُطّة،قُطاط	cat
قِطار	train
قَطّارة	dropper
قطاع	sector, section, piece, strip (geo)
قَطايَف	small pancakes
قُطُب،أَقطاب	pole (geo)
قُطبة،قُطَب	stitch
قَطر	syrup (concentrated sugar solution)
قُطُر،أَقطار	diameter, diagonal, region, district
قِطْعة،قُطَع	slice, piece
قُطعة/قَطعة،قُطَع/قَطَع	piece, part, unit, plot (of land), coin
قَطَّعني،قَطَّع عَلَيّ	he interrupted me
قَطف	a harvest
قُطُف،قطوف	bunch (fruit)
قُطُن	cotton
قُطّيْن	dried figs
قَعَد جَمب واحَد عَم بوكُل خَنزير،تنَجَّس	he sat down next to someone eating pork so he became ritually impure
قَعدة	sitting, way of sitting, seat
قعود	sitting around (doing nothing)
قُفّة،قُفَف	basket (for carrying soil?)
قَفَص،قفاص	cage, playpen
قِفَل،قفولة	padlock
قَفى	back (of something), reverse (noun), wrong side, bottom, ass
قلادة	medalion, string, chain (series of objects)
قَلْب	heart, deep inside
قَلب،قلوب	heart, inside
قِلّة	lack, scarcity, shortage
قَلعة	castle / rook (chess)
قَلعة،قِلَع	castle, fort, fortress, citadel
قَلَق	worry, concern
قَلقان	worried, anxious, concerned
قَلْقان،قَلْقانة،قَلقانين	worried, disturbed
قَلَم،قلام/أَقلام	pen
قَلَم،أقْلام	pen
قَلّوسة،قَلاليس	cylindrical hat worn by priests of the Byzantine rite
قَلي	frying
قَليل،قلال	little, few
قَليل،قَليلة،قَلِيلِين	little
قمار	game(s) of chance, gambling
قماش،أَقمِشة/قمشات	fabric, material
قماط	nappies, diapers
قُمباز،قَمابيز/قُنباز،قَنابيز	a type of robe, open at the front, worn by old men
قُمبُلة،قَمابَل/قُنبُلة،قَنابَل	bomb, shell, grenade
قِمّة	summit
قَمَح	wheat
قَمحة	wheat kernel, grain of wheat
قَمحي	light brown (wheaty)
قَمَر	moon
قَمَر،قْمَار/أَقْمَار	moon
قَمَردين	sheet of pressed apricots
قَمَري	lunar
قُمُع	butt, stub
قَمَل	lice
قَملة	a louse
قَمّورة	sweetheart, sweetie pie, huneybunch, cutie (small moon, moonlet)
قَميص،قُمصان	shirt, blouse
قُنّ،قنان	henhouse, chicken coup
قَناة،قَناوات	canal, river bed, channel, TV channel
قِناع،أَقنِعة	mask
قَناعة	conviction, contentment, happiness with one's lot, frugality
قَنديل،قَناديل	oil lamp
قُنصُل،قَناصَل	consul
قُنصُلِيّة	consulate
قِنطَر	a unit of weight that varies from place to place
قُنفُد،قَنافَد	hedgehog
قَنوع	satisfied, content with one's lot, modest, frugal
قَنينة،قَناني	bottle
قَنّينة،قَناني	bottle
قَهر	sadness, misery, unhappiness, heartbreak
قَهْوة	coffee
قَوّار،قَواوير	plant pot, planter
قَوّاص	kawass (a ceremonial guardsman who marches in front of certain church dignitaries, thumping a stave rhythmically on the ground)
قواص/قواس	shots, shooting
قَوام	at once, straight away, immediately
قُوّة،قَوّات/قِوا	strength, force, power
قُوّة،قُوّات	strength
قوس قَزَح/قَدَح	rainbow
قوس،قَواس	bow (music, archery), quotation mark, bracket
قَومي	national, ethnic
قَومِيّة	nationalism, patriotism
قَويّ،قَوايا/أَقوِياء	strong
قَوي،قَوية،أقوِيا	strong
قِيادة	leadership, headquarters, command, HQ
قياس	measure, measurement, dimension, analogy, mat (Galilee)
قِياسي	record- (adj), standard (adj)
قِيام	rising, carrying out
قيامة	resurrection, uproar, tumult, row, riot
قيْح	pus
قَيصَر	Caesar, tsar, emperor
قيْصَري	imperial, caesarean
قيمة،قِيَم	value
كَآبة	dejection, depression, sadness
كابَل،كَوابَل	cable (from English)
كابوس،كَوابيس	nightmare, oppressiveness
كاتَب،كُتّاب	writing, having written, registrat, scribe, writer
كاتِب،كاكْبة،كاتبين	writer
كار	career, job, profession, trade
كارّة	cart, handcart, cart pulled by a donkey
كازَب	false, untruthful, deceptive
كاس/كأَس،كُؤُوس	cup, trophy
كاس/كاسة،كاسات	glass (for drinking)
كاس\كاسة،كاسات	cup, glass
كاسَد	unmarketable, unsold, on the shelf, unmarriagable
كاسَر،كَواسَر	predatory, savage
كاسيت	cassette
كافَر،كُفّار	unbeliever, infidel
كافي	sufficient, enough
كامْل	complete, full, perfect, whole
كامِل،كامْلة،كامْلين	complete
كامْن،كامنة	hidden
كان في	there was/were
كانون	charcoal-burning, stove,
كايَن	existing, located, situated, having been
كَبّارة	magnifying glass
كَبّاس	press stud, snap fastener, folding
كَبّاسة	stapler (in some areas)
كُبّاية	glass (like to drink)
كُبّة	hearts (suit in cards)
كَبت	repression
كَبتولة،كَباتيل	lump, chunk, ball
كِبد	liver
كِبدة	liver (food)
كَبَر	(old) age
كُبر	size, dimensions
كِبرِياء	pride
كِبريت	sulphur, matches
كَبسة	push, raid, sudden heavy shower (in some areas)
كَبسِيّة	raid, unexpected visit
كَبش،كبوش/كباش	ram (male sheep)
كُبكَبِيّة	ball of wool/yarn
كَبّود/كَبّوت،كَبَبيد/كَبَبيت	long coat, condom
كْبير،كْبيرة،كْبار	big
كَبيس	intercalary
كُتّاب	writer
كْتاب،كُتُب	book
كِتابة	insciption
كَتافة	density, crowdedness, congestion
كُتر	large quantity, abundance
كِتف،كتاف	shoulder
كُتلة،كُتَل	lump, chunk, mass, bloc, coalition
كَتّو	cake (French)
كَتوليك	catholic (usually Greek Catholics, ie Eastern Catholics)
كَتيبة،كَتائَب	batallion, brigade
كْتير،كْتيرة،كْتيرين	very, a lot
كَثيف	thick, dense
كَجَزاء	as a punishment
كُحل	kohl, eye ointment
كُحلي	navy blue
كُحول	alcohol, spirit
كديش	old horse, worn out horse, nag
كَذّاب،كَذابة،كَذّابين	liar
كِذِب	lie
كَذٰلَك	so, thus (educated speech)
كَراج	garage (from English)
كُرّاس،كَراريس	excersize book
كَراكيش	bits and pieces, junk, odds and ends, things
كَرامة	honor, respect, dignity
كُربَل،كُرابيل	coarse sieve (for stones, gravel, etc)
كُرة	ball
كَرت،كروتة	postcart, card (not a playing card)
كَرخانة	brothel
كُرِدور	corridor
كُردي،أَكراد	Kurdish
كرَديت	credit
كَرَز	cherries (coll)
كَرَّس،بيكَرَّس	do dedicate, consecrate, devote
كُرسي،كَراسي	chair
كَرش	belly
كَرَفس	celery
كَرم/كَرمة،كروم	vineyard, orchard
كرمال	for the sake of
كَرمَل	(mount) Carmel
كُره	hatred, loathing
كُرَيّة	small ball, blood cell
كريزة	emotional outburst, tantrum
كرَيك	spade
كريم	cream (cosmetic, icing, frosting, whatever)
كَريم،كُرَماء	generous, noble, distinguished, respected
كَريم،كَريمة،كِرام	noble, distinguised, respected
كَريمة	daughter (in high flown official language, like, "precious thing")
كَزا	such and such
كَزّاب	liar
كِزب	lies (coll)
كِزبة	a lie
كُزبَرة	coriander
كُسّ	cunt
كَسر،كسور	fraction, fold/pleat
كُسر،كسور	break, fracture
كَسلان	lazy
كَسْلان،كَسْلانة،كَسلانين	lazy
كَسم	form, shape, figure
كَشافة	scouting, recon
كُشان،كَواشين	certificate, deed
كِشتبان	thimble
كَشف	examination, disclosure, discovery
كَشفي	scouting, scout- (adj)
كَشفِيّة	consultation fee, examination fee (med)
كُشك	kiosk
كَعب/كَعَب،كعاب	heel (of foot, shoe)
كَعبة،الكَعبة	the Kaaba
كَعبولة،كَعابيل	ball (anything round)
كَعكة،كَعك،كَعكات	bagel, cake, bun
كَفّ،كفوف	palm of the hand, sole of the foot, glove, slap
كِفاح	struggle
كَفالة	guarantee, bail
كَفّاني	that was enough for me
كِفاي	enough
كَفائة	ability, capacity, skill
كَفّة	palm of the hand, sole of the foot, pan (on a set of scales)
كِفتة	kifte
كُفر	unbelief, blasphemy
كَفكير،كَفاكير	ladle
كَفَن،أَكفان	shroud, winding sheet
كَفِّيّة	keffiyeh
كَفيف	blind
كَفيل،كُفَلاء	guarantor, sponsor
كُلّ	all, every
كُلّ واحَد	everyone
كُلّ يوم	everyday
كلاتش	clutch (vehicle)
كَلام	words
كَلَب	rabies
كَلب،كلاب	dog
كَلْب،كْلاب	dog
كَلبة	bitch
كَلبَك،كَلابْك	fur hat
كِلس	lime(stone?)
كَلسة	stocking, sock
كَلسون،كَلسونات/كَلاسين	underpants (from french)
كَلَف	botches of pigmentation, liver spots
كُلفة	expenditure, outlay, costs
كِلْمة	word
كُلَّن	all
كِلوة	kidney
كلور	bleach, chlorine
كُلِّيّة	faculty
كليل	crown, Christian wedding ceremony
كُمّ،كمام	sleeve
كَم،قَدّيش	how much/many
كَم\أكَم	few
كَما	as
كَماً	also, as well, more
كماجة	flat round Arabic bread similar to pita
كَمّاشة	pincers
كَمالِيّات	luxuries
كَمّامة	muzzle, gas mask
كَمان	violin, fiddle
كَمان	also, again, too, more
كَمان مَرّة	again
كَمان واحَد	another one
كِماوي	chemical (adj)
